"lang"
{
	"Language"		"turkish"
		"FlameAuraSlowFireRate_postfix"		"%"
		"FlameAuraDuration_label"				"Zayıflatma Süresi"
		"FlameAuraDuration_postfix"			"s"
		"modifier_flamedash_debuff"			"Alev Koşusu"

		"ability_afterburn"			"Alev Etkisi"
		"ability_afterburn_quip"	"Düşmanları ateşe vermek için ateş edin"
		"ability_afterburn_desc"	"Mermileriniz düşmanları vurdukça <span class=\"highlight\">biriken yanma etkisi uygular</span>. Infernus'un mermileri ve yetenekleri etki süresini <span class=\"highlight\">yeniler</span>."
		"ability_afterburn_t1_desc"	"Kurbanlar <span class=\"highlight\">{s:AfterburnSpiritDamageReduction}%</span> daha az Büyü Hasarı verir."

		"modifier_citadel_afterburn_buildup"	"Tutuşuyor"
		"BuildUpBulletPercentPerHit_label"		"Mermi başına birikim"
		"BuildUpBulletPercentPerHit_postfix"		"%"
		"CritBuildup_label"					"Kafadan Vuruş Birikimi"
		"CritBuildup_postfix"					"%"
		"AfterburnExplodeRadius_label"			"Yayılma Yarıçapı"
		"AfterburnExplodeRadius_postfix"			"m"
		"AfterburnExplodeDamage_label"			"Patlama Hasarı"
		"afterburn_spirit_stolen_debuff"			"Büyü Çalındı"
		"afterburn_spirit_stolen_buff"			"Büyü Alındı"


		"ability_afterburn/modifier_afterburn_watcher/modifier_afterburn_dot"					"Alev Etkisinden Yanma"
		"modifier_afterburn_dot"		"Alev Etkisinden Yanma"


		"ability_fire_bomb"				"Sarsıcı Yanma"
		"ability_fire_bomb_quip"		"Kısa bir gecikmeden sonra yakındaki tüm düşmanları sersemlet"
		"ability_fire_bomb_desc"		"Sizi, kısa bir gecikmeden sonra patlayan canlı bir bombaya dönüştürür, menzilindeki <span class=\"highlight\">tüm düşmanları sersemletir</span>."
		"ability_fire_bomb_t2_desc"		"<span class=\"highlight\">+{s:StunDuration}s</span> Sersemletme Süresi ve <span class=\"highlight\">+{s:Radius}m</span> Yarıçap"
		"ability_fire_bomb_t3_desc"		"<span class=\"highlight\">+{s:Damage} Hasar</span> ve vurulan düşman kahramanlardan <span class=\"highlight\">%{s:LifeStealPercentOnHit} can çalma</span>"

		"ability_fire_bomb/modifier_progressbar"		"Güç Biriktirme"

		"BurnDPS_label"					"Yanma DPS"

		//-----------------------------------------------------------------------------
		// Haze
		//-----------------------------------------------------------------------------
		"citadel_ability_poison_bullets"			"Tranquilizer Bullets"
		"citadel_ability_poison_bullets_desc"		"Apply tranquilizer to your victim until they fall asleep. Sleeping victims cannot act and take damage when they wake up."
		"modifier_citadel_posion_bullets_shot_watcher"	"Tranquilizer Bullets"
		"modifier_citadel_posion_bullets_poisoned"	"Asleep"
		"modifier_citadel_posion_bullets_poison_buildup"	"Sleepy"

		"ability_sleep_dagger"			"Uyku Hançeri"
		"ability_sleep_dagger_quip"		"Düşmanı uykuya yatır"
		"ability_sleep_dagger_desc"		"Hedefe <span class=\"highlight\">hasar veren</span> ve <span class=\"highlight\">uyutan</span> bir hançer fırlat. Uyuyan hedefler hasar aldıktan kısa süre sonra uyanır. Hançer fırlatmak görünmezliğinizi bozmaz. Uyku Hançeri düşmanların yeteneklerini kesintiye uğratmaz."
		"ability_sleep_dagger/modifier_citadel_sleep_bomb/modifier_citadel_sleep_dagger_asleep"		"Uyuyor"
		"ability_sleep_dagger_t1_desc"	"<span class=\"highlight\">{s:StaminaReduction} enerji azaltır</span>"
		"ability_sleep_dagger_t3_desc"	"Uyanma anında {s:BulletResistReductionDuration}s süreyle <span class=\"highlight\">%{s:BulletResistReduction} Mermi Direnci</span> uygular."

		"modifier_citadel_sleep_dagger_asleep"	"Uykuda"
		//"HazeDaggerRadius_label"			"Hit Radius"
		//"HazeDaggerRadius_postfix"		"m"
		"SleepWakeUpDelay_label"			"Uyanma Süresi"
		"SleepWakeUpDelay_postfix"		"s"
		"MinimumSleepTime_label"			"Min. Uyku Süresi"
		"MinimumSleepTime_postfix"		"s"
		"AoESleep_label"					"Patlama Yarıçapı"
		"AoESleep_postfix"				"m"					
		"SleepDuration_label"				"Uyku Süresi"
		"SleepDuration_postfix"			"s"
		"modifier_citadel_sleep_dagger_postsleep"	"Hasar Azaltıldı"

		"ability_stacking_damage"		"Fiksasyon"
		"ability_stacking_damage_quip"	"Hedefe artan mermi hasarı ver"
		"ability_stacking_damage_desc"	"Bir hedefe ateş etmek <span class=\"highlight\">o hedefe verdiğiniz mermi hasarını artırır</span>. Her mermi isabetinde bir <span class=\"highlight\">yığın</span> kazanın, kafadan vuruşlarda iki yığın kazanın."
		"ability_stacking_damage/modifier_passive_haze_stacking_damage"		"Fikslendi"

		"ability_stacking_damage_t1_desc"  "Her <span class=\"highlight\">{s:ProcDamageStackCount}</span> yığında hedefe <span class=\"highlight\">{s:ProcDamage}</span> Büyü hasarı ve {s:SlowDuration}s süreyle <span class=\"highlight\">%{s:SlowPercent}</span> yavaşlatma uygular"
		"ability_stacking_damage_t2_desc" "<span class=\"highlight\">+{s:MaxStacks}</span> Maks. Yığın ve <span class=\"highlight\">+{s:AbilityDuration}s</span> Süre"
		
		"DamageBonusFixedPerStack_label"					"Silah Hasarı"
		"DamageBonusFixedPerStack_prefix"					"+"
		"DamageBonusFixedPerStack_postfix"					"yığın başına"
		"ability_stacking_damage/modifier_passive_haze_stacking_damage/slow"			"Yavaşlatıldı"

		"ability_smoke_bomb"			"Sis Bombası"
		"ability_smoke_bomb_quip"		"Gözden kaybolun"
		"ability_smoke_bomb_desc"		"Gözden kaybolun, <span class=\"highlight\">görünmezlik</span> kazanın ve <span class=\"highlight\">koşu hızı</span> elde edin. Saldırmak görünmezliği kaldırır. Yakındaki düşmanlar sizi görebilir."
		//"ability_smoke_bomb_t1_desc"	"<span class=\"highlight\">{s:AbilityCooldown}s</span> Ability Cooldown"
		"ability_smoke_bomb_t2_desc"	"<span class=\"highlight\">+{s:InvisMoveSpeedMod}m/s</span> Görünmez Koşu Hızı"
		"ability_smoke_bomb_t3_desc"	"Görünmezlikten sonra {s:PostInvisBuffDuration}s süreyle <span class=\"highlight\">+%{s:BulletLifesteal} Mermi Can Çalma</span> kazanın"
		"modifier_citadel_smoke_bomb_in_smoke"	"Siste"
		"modifier_citadel_smoke_bomb_invis" 	"Görünmez"
		"ability_smoke_bomb/modifier_buff"		"Dengeleyici"

		"ability_bullet_flurry"			"Mermi Dansı"
		"ability_bullet_flurry_quip"	"Etrafınıza mermi yağdırın"
		"ability_bullet_flurry_desc"	"Mermi yağdırmaya başlayın, yakındaki düşmanlara <span class=\"highlight\">mükemmel isabet</span> ile <span class=\"highlight\">silahınızı ateşleyin</span>. Yağdırma sırasında, Haze ateş hızı bonusu kazanır ve ona atılan mermilerin bazılarından kaçınır."
		"ability_bullet_flurry/modifier_citadel_bullet_flurry"		"Mermi Yağmuru"
		"BonusWeaponDamage_label"				"Mermi Hasarı"	

		//-----------------------------------------------------------------------------
		// Sumo
		//-----------------------------------------------------------------------------
		"citadel_ability_stomp"					"Kinetik Dalga"
		"citadel_ability_stomp_quip"			"Düşmanları havaya savuran bir yer dalgası salın"
		"citadel_ability_stomp_desc"			"Düşmanları havaya savuran bir enerji dalgası salın."
		"citadel_ability_stomp_t1_desc"			"Vurulan düşmanların <span class=\"highlight\">atış ve hareket hızı {s:SlowDuration}s</span> boyunca <span class=\"highlight\">%{s:SlowPercent} yavaşlatılır</span>."
		"citadel_ability_stomp_t2_desc"			"Dynamo vurulan düşmanlara <span class=\"highlight\">{s:BulletArmorReductionDuration}s</span> boyunca <span class=\"highlight\">%{s:BulletArmorReduction} daha fazla Silah Hasarı</span> verir"
		"StompRange_label"						"Darbe Menzili"
		"StompRange_postfix"					"m"
		"stomp_buff_modifier"						"+Atış Hızı"
		"BulletArmorReductionDuration_label"	"Süre"
		"BulletArmorReductionDuration_postfix"	"s"
		"StompWidth_label"						"Yetenek Genişliği"
		"StompWidth_postfix"					"m"
		"modifier_stomp_debuff"					"Darbe Zayıflatması"

		"citadel_ability_void_sphere"				"Kuantum Dolanıklık"
		"citadel_ability_void_sphere_quip"		"Varoluştan çıkıp girin"
		"citadel_ability_void_sphere_desc"		"Dynamo kısa bir süreliğine <span class=\"highlight\">boşluğa kaybolur</span> ve kısa bir mesafe ötede yeniden belirir. Yeniden belirdiğinde, silahı <span class=\"highlight\">yeniden doldurulur</span> ve bir sonraki şarjörü <span class=\"highlight\">atış hızı bonusu</span> alır. Yakındaki müttefikleri de götürmek ve onlara yarım atış hızı bonusu vermek için [{s:key_alt_cast}] ile kullanılabilir."
		"citadel_ability_void_sphere_t3_desc"		"Yeniden belirdiğinde, <span class=\"highlight\">+%{s:BonusClipSizePercent}</span> cephane"
		"modifier_void_sphere"					"Kuantum Dolanıklık"
		"modifier_voidsphere_buff"				"Boşluk Küresi +Atış Hızı"
		"AllyDistance_label"						"Müttefik Menzili"
		"AllyDistance_postfix"					"m"
		"VoidTime_label"							"Boşluk Süresi"
		"VoidTime_postfix"						"s"

		"citadel_ability_charged_tackle"		"Charged Tackle"
		"citadel_ability_charged_tackle_quip"	"Charge into combat"
		"citadel_ability_charged_tackle_desc"	"Build up power then enter a charge, <span class=\"highlight\">dragging and damaging enemies</span> in your path. Can be canceled early."
		"citadel_ability_charged_tackle_t1_desc"	"<span class=\"highlight\">+{s:Damage}</span> Damage and <span class=\"highlight\">+{s:ChargeDistance}m</span> Charge Distance."
		"citadel_ability_charged_tackle_t2_desc"	"Gain a <span class=\"highlight\">{s:TechShield}HP Spirit Shield</span> for <span class=\"highlight\">{s:TechShieldDuration}s</span> when Charged Tackle ends."
		"citadel_ability_charged_tackle_t3_desc"	"<span class=\"highlight\">Remove Prepare Time</span> and <span class=\"highlight\">{s:AbilityCooldown}s</span> Ability Cooldown"
		"citadel_ability_charged_tackle/modifier_charge_pull_enemy"	"Charged Tackle"
		"citadel_ability_charged_tackle_cancel_channel"	"Stop Charging"

		"modifier_charged_tackle_prepare"		"Building Power"
		"modifier_charged_tackle_active"		"Tackling"
		
		"ChargeDistance_label"					"Charge Distance"
		"ChargeDistance_postfix"				"m"
		"TechShieldDuration_label"				"Shield Duration"
		"TechShieldDuration_postfix"			"s"

		"citadel_ability_self_vacuum"			"Tekillik"
		"citadel_ability_self_vacuum_quip"		"Düşman takımını içeri çekin ve sersemletin"
		"citadel_ability_self_vacuum_desc"		"Ellerinizde yakındaki <span class=\"highlight\">düşmanları içine çeken ve hasar veren</span> bir tekillik oluşturun. Bittiğinde, düşmanlar havaya savrulur."
		"citadel_ability_self_vacuum_t3_desc"		"Tekillik her saniye düşmanın toplam canının <span class=\"highlight\">%{s:DamagePercentHealth}</span>'ini alır."
		"VacuumRadius_label"						"Tekillik Yarıçapı"
		"VacuumRadius_postfix"					"m"
		"DamagePercentHealth_label"				"Hasar Can Yüzdesi"
		"DamagePercentHealth_postfix"				"%"

		"citadel_ability_nikuman"				"Gençleştirici Kutup Işığı"
		"citadel_ability_nikuman_quip"			"Kendinizi ve etrafınızdakileri iyileştirin"
		"citadel_ability_nikuman_desc"			"Kullanılırken, size ve yakınınızdaki müttefiklere <span class=\"highlight\">zamanla can kazandırır</span>."
		"citadel_ability_nikuman/modifier_nikuman"	"Gençleştirici Kutup Işığı"
		"TechShieldPerSecond_label"				"Büyü Kalkanı Eklendi"
		"TechShieldPerSecond_postfix"			"/s"
		"citadel_ability_nikuman_t1_desc"			"Kutup Işığı tamamen kullanılmışsa {s:MovementSpeedBonusDuration}s boyunca <span class=\"highlight\">+{s:MovementSpeedBonus}m/s hareket hızı</span> bonusu kazanın. 5YP Yükseltmesinde anında kazanın."
		"citadel_ability_nikuman_t3_desc"			"<span class=\"highlight\">Tam hareket ve yetenek kullanımı</span> ve saniye başına ek olarak <span class=\"highlight\">Toplam Canın +%{s:HealMaxHealthPercent}</span>'ini iyileştirir"
		"HealMaxHealthPercent_label"				"Maks. Can İyileştirme"
		"HealMaxHealthPercent_postfix"			"%/s"
		"HealingPerSecond_label"					"İyileştirildi"
		"HealingPerSecond_postfix"				"/s"
		"ShareWithFriendsRadius_label"			"Müttefik İyileştirme Yarıçapı"
		"ShareWithFriendsRadius_postfix"			"m"
		"modifier_nikuman_techshield"				"Büyü Kalkanı"
		"modifier_nikuman_buff"					"+Atış Hızı"
		"modifier_nikuman_self_buff"				"+Hareket Hızı"
		"FireRatePerSecondDuration_label"			"Atış Hızı Süresi"
		"FireRatePerSecondDuration_postfix"			"s"

		//-----------------------------------------------------------------------------
		// Hero Warden
		//-----------------------------------------------------------------------------
		"ability_warden_lock_down"				"Bağlayıcı Söz"
		"ability_warden_lock_down_quip"			"Hedefinizi lanetleyin, kaçamazlarsa sabitleyin"
		"ability_warden_lock_down_desc"			"Bir düşman kahramanı lanetleyin. <span class=\"highlight\">Kaçış süresi</span> içinde alandan uzaklaşmazlarsa, <span class=\"highlight\">hasar alırlar</span> ve <span class=\"highlight\">sabitlenirler</span>."
		"ability_warden_lock_down_t3_desc"		"Warden kapana kısılmış Kahramanlara <span class=\"highlight\">{s:BulletArmorReductionDuration}s</span> boyunca <span class=\"highlight\">+%{s:BulletArmorReduction} daha fazla Mermi Hasarı</span> verir"
		"StaminaReduction_label"					"Enerji Azaltımı"

		"EscapeRange_label"						"Kaçış Mesafesi"
		"EscapeRange_postfix"						"m"
		"EscapeTime_label"						"Kaçış Süresi"
		"EscapeTime_postfix"						"s"
		"modifier_warden_lockdown_debuff"			"Bağlayıcı Söz"
		"modifier_warden_lockdown_debuff_hint"	"Bağlanmaktan kaçmak için alanı terkedin"
		"modifier_warden_lockdown_root"			"Bağlayıcı Söz"

		"ability_warden_high_alert"				"İrade"
		"ability_warden_high_alert_quip"			"Büyü kalkanı ve hareket hızı kazanın"
		"ability_warden_high_alert_desc"			"<span class=\"highlight\">Büyü kalkanı</span> ve <span class=\"highlight\">bonus hareket hızı</span> kazanın."
		"ability_warden_high_alert_t3_desc"		"<span class=\"highlight\">+{s:TechShieldPoints}</span> Büyü Kalkanı Canı ve yetenek artık Büyü Gücü ile ölçeklenir"
		"MoveSpeedBonusPct_label"					"Hareket hızı bonusu"
		"MoveSpeedBonusPct_postfix"				"%"
		"TechShieldPoints_label"					"Büyü Kalkanı Canı"

		"modifier_warden_high_alert"				"İrade"
		"modifier_warden_high_alert_hint"			""

		"ability_warden_crowd_control"			"Simya Şişesi"
		"ability_warden_crowd_control_quip"		"Yakındaki düşmanlara hasar verir ve zayıflatır"
		"ability_warden_crowd_control_desc"		"Bir simya şişesi fırlatarak yarıçap içinde kalan tüm rakiplere <span class=\"highlight\">hasar verir, yavaşlatır ve silah hasarını azaltır</span>."
		"ability_warden_crowd_control_t3_desc"		"<span class=\"highlight\">{s:AbilityCooldown}s</span> Bekleme Süresi ve <span class=\"highlight\">%{s:FireRateSlow}</span> Atış Hızı Yavaşlatma uygular"
		"MoveSpeedSlowPct_label"					"Hareket Hızı Yavaşlatması"
		"MoveSpeedSlowPct_postfix"				"%"
		"WeaponPowerDebuff_label"					"Silah Hasarı"
		"WeaponPowerDebuff_postfix"				"%"
		"modifier_warden_crowd_control_debuff"	"Simya Şişesi"

		"ability_warden_riot_protocol"			"Son Direniş"
		"ability_warden_riot_protocol_quip"		"Düşmanlardan can çalan dalga yayar"
		"ability_warden_riot_protocol_desc"		"{s:AbilityCastDelay}s boyunca şarj olduktan sonra, <span class=\"highlight\">düşmanlara hasar veren</span> ve verilen hasara bağlı olarak <span class=\"highlight\">sizi iyileştiren</span> dalgalar yayın."
		"modifier_warden_riot_protocol"			"Son Direniş"
		"modifier_warden_riot_protocol_enemy_debuff"	"Yavaşlatıldı"
		"HealthStealPctHero_label"				"Kahraman Can Çalma"
		"HealthStealPctHero_postfix"				"%"
		
		"HealthStealPct_label"					"NPC Can Çalma"
		"HealthStealPct_postfix"					"%"

		"PulseInterval_label"						"Dalga Aralığı"
		"PulseInterval_postfix"					"s"
		"PulseDPS_label"							"DPS"
		"DebuffMoveSlowPct_label"					"Düşman Yavaşlatma"
		"DebuffMoveSlowPct_postfix"				"%"
		"PulseDebuffDuration_label"				"Düşman Yavaşlatma süresi"
		"PulseDebuffDuration_postfix"				"s"
		"PulseRadius_label"						"Dalga Yarıçapı"
		"PulseRadius_postfix"						"m"

		// Deadlock-TR Çeviri: Grelgn
		//-----------------------------------------------------------------------------
		// Lash
		//-----------------------------------------------------------------------------
		"citadel_ability_lash"					"Kanca"
		"citadel_ability_lash_quip"				"Kırbacınızla kendinizi düşmana doğru çekin"
		"citadel_ability_lash_desc"				"Kendinizi bir hedefe doğru <span class=\"highlight\">havadan çekin</span>. Kanca kullanmak ayrıca <span class=\"highlight\">bir enerji</span> ve tüm <span class=\"highlight\">hava zıplamalarını ve atılımlarını</span> yeniler."
		
		"citadel_ability_lash_t2_desc"			"<span class=\"highlight\">+{s:AbilityCastRange}m</span> Kullanım Menzili ve {s:WeaponDamageBonusDuration}s boyunca <span class=\"highlight\">+{s:WeaponDamageBonus}</span> Silah Hasarı kazandırır"
		"citadel_ability_lash_t3_desc"			"Silah Bonus Güçlendirmesine <span class=\"highlight\">+%{s:WeaponFireRateBonus}</span> Atış Hızı"
		"LashDamage_label"						"Kanca Hasarı"
		"WeaponFireRateBonus_label"				"Atış Hızı"
		"WeaponFireRateBonus_prefix"				"+"
		"WeaponFireRateBonus_postfix"				"%"
		"JumpVelocity_label"					"Zıplama Sürati"
		"JumpVelocity_postfix"					"m/s"
		"lash_grapple_buff"						"Silah Hasarı"
		"WeaponDamageBonusDuration_label"			"Bonus Süre"
		"WeaponDamageBonusDuration_postfix"		"s"

		"citadel_ability_lash_down_strike"			"Yer Darbesi"
		"citadel_ability_lash_down_strike_quip"		"Yere çakılarak düşmanlara hasar ver"
		"citadel_ability_lash_down_strike_desc"		"Altınızdaki zemini ezerek önünüzdeki <span class=\"highlight\">düşmanlara hasar verin</span>. Havadayken Yer Darbesi yaparsanız, hızla yere doğru dalarsınız. Hasar artışı 25 metreden sonra yavaşlar."
		"StompDamagePerMeterPrimary_label"					"Metre Başına Hasar"
		"citadel_ability_lash_down_strike_t2_desc"	"Vurulan düşmanlar <span class=\"highlight\">havaya fırlar</span> ve <span class=\"highlight\">{s:SlowDuration}s</span> boyunca <span class=\"highlight\">%{s:EnemySlowPct}</span> yavaşlar"
		"citadel_ability_lash_down_strike_t3_desc"	"+%110 <span class=\"highlight\">Metre Başına Hasar</span> ve gelişmiş ölçeklendirme"
		
		
		// Custom Tool Tip +(8.75/7)% damage
		

		"lash_down_strike_slow_modifier"			"Slowed"

		"citadel_ability_shoryuken"				"Shoryuken"
		"citadel_ability_shoryuken_desc"			"Lash performs a rising uppercut, knocking enemies in the air in front of him. Can be used while in the air."
		"modifier_lash_shoryuken"					"Shoryuken"
		"citadel_ability_shoryuken_t3_desc"		"Hits <span class=\"highlight\">multiple targets</span> around Lash."

		"EnemyLaunchHeight_label"					"Enemy Launch Height"
		"EnemyLaunchHeight_postfix"				"m"
		"LashLaunchHeight_label"					"Lash Launch Height"
		"LashLaunchHeight_postfix"				"m"

		"ability_lash_flog"						"Kırbaç"
		"ability_lash_flog_quip"				"Önünüzdeki hedeflerden can çalın"
		"ability_lash_flog_desc"				"Düşmanları kırbacınızla vurarak <span class=\"highlight\">canlarını çalın</span>."
		"ability_lash_flog_t1_desc"				"{s:EnemySlowDuration}s boyunca <span class=\"highlight\">%{s:EnemySlowPct}</span> Hareket Yavaşlatma uygular"		
		"ability_lash_flog_t3_desc"				"+{s:Damage} Hasar ve {s:FireRateSlow}% Atış Hızı Yavaşlatma uygular"
		"HealPctVsHeroes_label"					"Kahramanlardan İyileşme"
		"HealPctVsHeroes_postfix"				"%"
		"HealPctVsNonHeroes_label"				"NPC'lerden İyileşme"
		"HealPctVsNonHeroes_postfix"			"%"
		"EnemySlowDuration_label"					"Düşman Yavaşlatma Süresi"
		"EnemySlowDuration_postfix"				"s"
		"WeaponPowerScalingTooltip_label"			"Cesaret Bonus Hasarı"
		"WeaponPowerScalingTooltip_postfix"		"%"
		"TargetingConeAngle_label"				"Saldırı Açısı"
		"TargetingConeAngle_postfix"				"º"
		"ability_lash_flog/modifier_lash_flog_debuff"	"Kırbaç"

		"citadel_ability_lash_high_explosive"	"High Explosive"
		"citadel_ability_lash_high_explosive_desc"	"Lash starts charging his grenade; the longer the grenade is held before being thrown, the more damage it does. Press the button again to throw it a short distance in front of Lash, exploding on contact."
		"citadel_ability_lash_throw_grenade"	"Throw Explosive"
		"modifier_lash_charge_grenade"			"High Explosive"
		"GrenadeExplosionRadius_label"			"Patlama Yarıçapı"
		"GrenadeExplosionRadius_postfix"			"m"
		"GrenadeDamage_label"						"Explosion Damage"

		"citadel_ability_lash_ultimate"			"Ölüm Çakışı"
		"citadel_ability_lash_ultimate_quip"		"Düşmanları havaya kaldırın ve yere çakın"
		"citadel_ability_lash_ultimate_desc"		"Kırbaç bağlamak için düşmanlara odaklanın. Bağlandıktan sonra, düşmanlar <span class=\"highlight\">havaya kaldırılır ve sersemletilir</span>, ardından yere çakılır. Kurbanlarınız ve çakılma bölgesindeki tüm düşmanlar <span class=\"highlight\">hasar alır ve yavaşlar</span>.<br>Bağlı düşmanları erken fırlatmak için [{s:iv_attack}] tuşuna basın. Görüş alanında olmayan veya bağlanma süresi boyunca menzil dışına çıkan düşmanlar yakalanmaz."
		"citadel_ability_lash_ultimate/modifier_lash_grapple_enemy_debuff"		"Ölüm Çakışı"
		"citadel_ability_lash_ultimate_debuff"	"Hareket Yavaşlatma"

		"ImpactRadius_label"						"Çarpma Yarıçapı"
		"ImpactRadius_postfix"					"m"
		"LashUltimateChargeTime_label"			"Şarj Süresi"
		"LashUltimateChargeTime_postfix"			"s"
		"ThrowDistance_label"						"Maks. Fırlatma Mesafesi"
		"ThrowDistance_postfix"					"m"

		//-----------------------------------------------------------------------------
		// Kelvin
		//-----------------------------------------------------------------------------
		"ability_icebeam/modifier_buildup"		"Donduruluyor"
		"ability_icepath/modifier_icepath"		"Buz Yolu"
		"modifier_citadel_crystal_shield"		"Hasar Emiliyor"

		"ability_ice_grenade"				"Buz Bombası"
		"ability_ice_grenade_quip"			"Düşmanlara hasar verir ve yavaşlatır"

		"ability_ice_grenade_desc"			"Dondurucu bir buz bulutu halinde patlayarak düşmanlara <span class=\"highlight\">hasar veren</span> ve <span class=\"highlight\">yavaşlatan</span> bir el bombası fırlatın."
		"ability_ice_grenade_t2_desc"		"Buz Bombası artık müttefikleri <span class=\"highlight\">{s:HealAmount} HP iyileştirir</span>. Büyü ile ölçeklenir."
		"ability_ice_grenade/kelvin_ice_grenade_slow"	"Buz Bombası Yavaşlatması"

		"ability_icebeam"					"Kutup Işını"
		"ability_icebeam_quip"				"Silahsızlandırabilen, artan bir yavaşlatma uygulayın"
		"ability_icebeam_desc"				"Önünüzden dondurucu soğuk enerji fırlatarak <span class=\"highlight\">hedeflere hasar verir</span> ve ışını üzerlerinde tuttukça <span class=\"highlight\">hareket ve atış hızlarını yavaşlatırsınız</span>. Kutup Işını kullanırken hareket hızınız azalır."
		"ability_icebeam_t3_desc"			"Vurulan son hedefin {s:BeamSplit}m yakınındaki düşmanlara doğru <span class=\"highlight\">{s:BeamSplitCount} ek Kutup Işını</span> ateşler"
		"modifier_citadel_kelvin_frozen"	"Donduruldu"
		"ability_icebeam/modifier_slow"		"Kutup Işını Yavaşlatması"
		"MaxSlowPercent_label"				"Maks. Yavaşlatma"
		"MaxSlowPercent_postfix"				"%"
		"MaxSlowTime_label"					"Maks. Yavaşlatma Süresi"
		"MaxSlowTime_postfix"					"s"
		"modifier_citadel_disarmed_icebeam"	"Silah Donduruldu"
		"IceBeamBuildupProcDuration_label"	"Yavaşlama Kalma Süresi"
		"IceBeamBuildupProcDuration_postfix"	"s"
		"modifier_icebeam_stacking_slow"		"Kutup Işını"
		"BeamSplit_label"						"Ekstra Işın Menzili"
		"BeamSplit_postfix"					"m"

		"ability_icepath"					"Buz Yolu"
		"ability_icepath_quip"				"Havada duran bir buz yolu üzerinde hız yapın"
		"ability_icepath_desc"				"Kelvin, kendisine ve müttefiklerine hareket bonusları veren <span class=\"highlight\">havada duran bir buz yolu</span> oluşturur. Kelvin, süre boyunca %{s:SlowResistancePercent} yavaşlatma direnci kazanır. Düşmanlar da yolu kullanabilir.<br>Buz Yolu'ndayken yukarı veya aşağı gitmek için [{s:key_innate_1}] / [{s:key_duck}] tuşlarına basın."
		"ability_icepath_t3_desc"			"Aktifken, yaratılan her metre Buz Yolu başına +{s:BonusSpiritMeter} Büyü Gücü kazan. Maksimum {s:BonusSpiritMax} Büyü Gücü"
		"SprintSpeedBonus_label"				"Koşu Hızı"
		"SprintSpeedBonus_prefix"				"+"
		"SprintSpeedBonus_postfix"			"m/s"
		"IcePathAuraDuration_label"			"Buz Yolu Süresi"
		"IcePathAuraDuration_postfix"			"s"
		"BonusTechPower_label"				"Yolculuk Sırasında Büyü Gücü"
		"IcePathShardRadius_label"			"Yol Genişliği"
		"IcePathShardRadius_postfix"			"m"
		"BonusTechDamagePercent_label"		"Bonus Büyü Hasarı"
		"BonusTechDamagePercent_postfix"		"%"
		"ability_icepath/modifier_icepath/modifier_icepath_friendly_aura/modifier_icepath_buff"			"Buz Yolu"

		"ability_ice_dome"				"Donmuş Sığınak"
		"ability_ice_dome_quip"			"Aşılmaz bir iyileşme kubbesi oluşturun"
		"ability_ice_dome_desc"			"Kelvin etrafındaki havayı dondurarak <span class=\"highlight\">aşılmaz bir kubbe</span> oluşturur. Kubbe içindeyken, müttefiklerin <span class=\"highlight\">canı hızla yenilenir</span> ve düşmanlar <span class=\"highlight\">yavaşlar</span>."
		"ability_ice_dome_t1_desc"		"<span class=\"highlight\">+%{s:FireRateSlow}</span> Atış Hızı Yavaşlatması"
		"ability_ice_dome_t3_desc"		"<span class=\"highlight\">+{s:BonusHealthRegen}</span> Can Yenilenmesi ve yetenek artık Büyü Gücü ile ölçeklenir"
		"ability_ice_dome/modifier_ice_dome/modifier_debuff"						"Donmuş Sığınak"
		"frozen_shelter_modifier_buff"		"Donmuş Sığınak"
		"ability_ice_dome/modifier_ice_dome/ice_dome_enemy_aura/modifier_debuff"	"Donmuş Sığınak"
		

		//-----------------------------------------------------------------------------
		// Bebop
		//-----------------------------------------------------------------------------
		"citadel_ability_uppercut"				"Patlayıcı Aparkat"
		"citadel_ability_uppercut_quip"			"Birini yumruklayarak uzaklaştır"
		"citadel_ability_uppercut_desc"			"Yakındaki birimlere <span class=\"highlight\">Hafif Yumruk</span> hasarı verir ve onları <span class=\"highlight\">geri uçurarak</span> indikleri yerde <span class=\"highlight\">alan hasarına</span> neden olur. Müttefiklere hasar vermez."
		"citadel_ability_uppercut_t2_desc"		"Düşman Kahraman Aparkatlandığında, {s:UppercutBuffOnHit}s boyunca <span class=\"highlight\">hızlı ışın süresi, 2x menzil ve +%{s:BuffBaseWeaponPct} silah hasarı</span> kazanın"
		"citadel_ability_uppercut_t3_desc"		"Düşman Kahraman Aparkatlandığında, <span class=\"highlight\">Kanca bekleme süresini 0'a indirin</span> ve mevcut şarjörünüze anında <span class=\"highlight\">+%10 mermi</span> ekleyin"
		"modifier_citadel_enemy_uppercutted"	"Aparkatlandı!"
		"UppercutDamage_label"					"Aparkat Hasarı"
		"LandingDamage_label"					"Alan Hasarı"
		"OnLandDamageRadius_label"				"İniş Yarıçapı"
		"OnLandDamageRadius_postfix"			"m"
		"modifier_uppercut_buff"					"Silah Güçlendirmesi"
		"modifier_uppercut_movespeed"				"Aparkat Hareket Hızı"
		"StunOnLand_label"						"Sersemletme Süresi"
		"StunOnLand_postfix"					"s"
		"UppercutBuffOnHit_label"				"Güçlendirme Süresi"
		"UppercutBuffOnHit_postfix"				"s"

